Date,VNINDEX,VN30,VN100,VNMIDCAP,VNSMALLCAP,VNX50,VNFINLEAD,VNFINSELECT,VNDIAMOND,HNXINDEX,UPCOMINDEX,E1VFVN30,FUEVFVND,FUEDCMID,FUEIP100,FUESSV30,FUESSVFL,FUESSV50,FUEVN100,FUEMAV30,FUEMAVND,FUEKIV30,FUEKIVFS
2014-10-06,,,,,,,,,,,,10.4,,,,,,,,,,,
2014-10-07,,,,,,,,,,,,10.3,,,,,,,,,,,
2014-10-08,,,,,,,,,,,,10.3,,,,,,,,,,,
2014-10-09,,,,,,,,,,,,10.2,,,,,,,,,,,
2014-10-10,,,,,,,,,,,,9.9,,,,,,,,,,,
2014-10-13,,,,,,,,,,,,9.9,,,,,,,,,,,
2014-10-14,,,,,,,,,,,,9.9,,,,,,,,,,,
2014-10-15,,,,,,,,,,,,9.9,,,,,,,,,,,
2014-10-16,,,,,,,,,,,,9.6,,,,,,,,,,,
2014-10-17,,,,,,,,,,,,9.7,,,,,,,,,,,
2014-10-20,,,,,,,,,,,,9.8,,,,,,,,,,,
2014-10-21,,,,,,,,,,,,9.9,,,,,,,,,,,
2014-10-22,,,,,,,,,,,,9.8,,,,,,,,,,,
2014-10-23,,,,,,,,,,,,9.8,,,,,,,,,,,
2014-10-24,,,,,,,,,,,,9.7,,,,,,,,,,,
2014-10-27,,,,,,,,,,,,9.6,,,,,,,,,,,
2014-10-28,,,,,,,,,,,,9.5,,,,,,,,,,,
2014-10-29,,,,,,,,,,,,9.8,,,,,,,,,,,
2014-10-30,,,,,,,,,,,,9.7,,,,,,,,,,,
2014-10-31,,,,,,,,,,,,9.9,,,,,,,,,,,
2014-11-03,,,,,,,,,,,,10.1,,,,,,,,,,,
2014-11-04,,,,,,,,,,,,10.1,,,,,,,,,,,
2014-11-05,,,,,,,,,,,,10.0,,,,,,,,,,,
2014-11-06,,,,,,,,,,,,10.0,,,,,,,,,,,
2014-11-07,,,,,,,,,,,,9.8,,,,,,,,,,,
2014-11-10,,,,,,,,,,,,9.9,,,,,,,,,,,
2014-11-11,,,,,,,,,,,,10.0,,,,,,,,,,,
2014-11-12,,,,,,,,,,,,9.9,,,,,,,,,,,
2014-11-13,,,,,,,,,,,,10.0,,,,,,,,,,,
2014-11-14,,,,,,,,,,,,9.9,,,,,,,,,,,
2014-11-17,,,,,,,,,,,,9.9,,,,,,,,,,,
2014-11-18,,,,,,,,,,,,9.9,,,,,,,,,,,
2014-11-19,,,,,,,,,,,,9.8,,,,,,,,,,,
2014-11-20,,,,,,,,,,,,9.9,,,,,,,,,,,
2014-11-21,,,,,,,,,,,,9.6,,,,,,,,,,,
2014-11-24,,,,,,,,,,,,9.5,,,,,,,,,,,
2014-11-25,,,,,,,,,,,,9.7,,,,,,,,,,,
2014-11-26,,,,,,,,,,,,9.5,,,,,,,,,,,
2014-11-27,,,,,,,,,,,,9.5,,,,,,,,,,,
2014-11-28,,,,,,,,,,,,9.5,,,,,,,,,,,
2014-12-01,,,,,,,,,,,,9.7,,,,,,,,,,,
2014-12-02,,,,,,,,,,,,9.5,,,,,,,,,,,
2014-12-03,,,,,,,,,,,,9.6,,,,,,,,,,,
2014-12-04,,,,,,,,,,,,9.7,,,,,,,,,,,
2014-12-05,,,,,,,,,,,,9.7,,,,,,,,,,,
2014-12-08,,,,,,,,,,,,9.6,,,,,,,,,,,
2014-12-09,,,,,,,,,,,,9.4,,,,,,,,,,,
2014-12-10,,,,,,,,,,,,9.5,,,,,,,,,,,
2014-12-11,,,,,,,,,,,,9.5,,,,,,,,,,,
2014-12-12,,,,,,,,,,,,9.5,,,,,,,,,,,
2014-12-15,,,,,,,,,,,,9.5,,,,,,,,,,,
2014-12-16,,,,,,,,,,,,9.3,,,,,,,,,,,
2014-12-17,,,,,,,,,,,,8.9,,,,,,,,,,,
2014-12-18,,,,,,,,,,,,9.0,,,,,,,,,,,
2014-12-19,,,,,,,,,,,,9.0,,,,,,,,,,,
2014-12-22,,,,,,,,,,,,9.2,,,,,,,,,,,
2014-12-23,,,,,,,,,,,,9.1,,,,,,,,,,,
2014-12-24,,,,,,,,,,,,9.1,,,,,,,,,,,
2014-12-25,,,,,,,,,,,,9.1,,,,,,,,,,,
2014-12-26,,,,,,,,,,,,9.2,,,,,,,,,,,
2014-12-29,,,,,,,,,,,,9.2,,,,,,,,,,,
2014-12-30,,,,,,,,,,,,9.3,,,,,,,,,,,
2014-12-31,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-01-05,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-01-06,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-01-07,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-01-08,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-01-09,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-01-12,,,,,,,,,,,,9.6,,,,,,,,,,,
2015-01-13,,,,,,,,,,,,9.6,,,,,,,,,,,
2015-01-14,,,,,,,,,,,,9.6,,,,,,,,,,,
2015-01-15,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-01-16,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-01-19,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-01-20,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-01-21,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-01-22,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-01-23,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-01-26,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-01-27,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-01-28,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-01-29,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-01-30,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-02-02,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-02-03,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-02-04,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-02-05,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-02-06,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-02-09,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-02-10,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-02-11,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-02-12,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-02-13,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-02-24,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-02-25,,,,,,,,,,,,9.6,,,,,,,,,,,
2015-02-26,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-02-27,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-03-02,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-03-03,,,,,,,,,,,,9.6,,,,,,,,,,,
2015-03-04,,,,,,,,,,,,9.6,,,,,,,,,,,
2015-03-05,,,,,,,,,,,,9.6,,,,,,,,,,,
2015-03-06,,,,,,,,,,,,9.7,,,,,,,,,,,
2015-03-09,,,,,,,,,,,,9.6,,,,,,,,,,,
2015-03-10,,,,,,,,,,,,9.6,,,,,,,,,,,
2015-03-11,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-03-12,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-03-13,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-03-16,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-03-17,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-03-18,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-03-19,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-03-20,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-03-23,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-03-24,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-03-25,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-03-26,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-03-27,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-03-30,,,,,,,,,,,,9.0,,,,,,,,,,,
2015-03-31,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-04-01,,,,,,,,,,,,8.9,,,,,,,,,,,
2015-04-02,,,,,,,,,,,,9.0,,,,,,,,,,,
2015-04-03,,,,,,,,,,,,9.0,,,,,,,,,,,
2015-04-06,,,,,,,,,,,,8.9,,,,,,,,,,,
2015-04-07,,,,,,,,,,,,9.0,,,,,,,,,,,
2015-04-08,,,,,,,,,,,,8.9,,,,,,,,,,,
2015-04-09,,,,,,,,,,,,9.0,,,,,,,,,,,
2015-04-10,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-04-13,,,,,,,,,,,,9.0,,,,,,,,,,,
2015-04-14,,,,,,,,,,,,9.0,,,,,,,,,,,
2015-04-15,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-04-16,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-04-17,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-04-20,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-04-21,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-04-22,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-04-23,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-04-24,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-04-27,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-05-04,,,,,,,,,,,,9.0,,,,,,,,,,,
2015-05-05,,,,,,,,,,,,8.9,,,,,,,,,,,
2015-05-06,,,,,,,,,,,,8.9,,,,,,,,,,,
2015-05-07,,,,,,,,,,,,9.0,,,,,,,,,,,
2015-05-08,,,,,,,,,,,,8.9,,,,,,,,,,,
2015-05-11,,,,,,,,,,,,9.0,,,,,,,,,,,
2015-05-12,,,,,,,,,,,,8.8,,,,,,,,,,,
2015-05-13,,,,,,,,,,,,8.8,,,,,,,,,,,
2015-05-14,,,,,,,,,,,,8.9,,,,,,,,,,,
2015-05-15,,,,,,,,,,,,8.7,,,,,,,,,,,
2015-05-18,,,,,,,,,,,,8.7,,,,,,,,,,,
2015-05-19,,,,,,,,,,,,8.7,,,,,,,,,,,
2015-05-20,,,,,,,,,,,,8.8,,,,,,,,,,,
2015-05-21,,,,,,,,,,,,8.8,,,,,,,,,,,
2015-05-22,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-05-25,,,,,,,,,,,,9.0,,,,,,,,,,,
2015-05-26,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-05-27,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-05-28,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-05-29,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-06-01,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-06-02,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-06-03,,,,,,,,,,,,9.0,,,,,,,,,,,
2015-06-04,,,,,,,,,,,,9.0,,,,,,,,,,,
2015-06-05,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-06-08,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-06-09,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-06-10,,,,,,,,,,,,9.0,,,,,,,,,,,
2015-06-11,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-06-12,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-06-15,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-06-16,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-06-17,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-06-18,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-06-19,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-06-22,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-06-23,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-06-24,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-06-25,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-06-26,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-06-29,,,,,,,,,,,,9.6,,,,,,,,,,,
2015-06-30,,,,,,,,,,,,9.7,,,,,,,,,,,
2015-07-01,,,,,,,,,,,,9.6,,,,,,,,,,,
2015-07-02,,,,,,,,,,,,9.7,,,,,,,,,,,
2015-07-03,,,,,,,,,,,,9.8,,,,,,,,,,,
2015-07-06,,,,,,,,,,,,10.1,,,,,,,,,,,
2015-07-07,,,,,,,,,,,,10.0,,,,,,,,,,,
2015-07-08,,,,,,,,,,,,10.0,,,,,,,,,,,
2015-07-09,,,,,,,,,,,,10.0,,,,,,,,,,,
2015-07-10,,,,,,,,,,,,10.1,,,,,,,,,,,
2015-07-13,,,,,,,,,,,,10.0,,,,,,,,,,,
2015-07-14,,,,,,,,,,,,10.1,,,,,,,,,,,
2015-07-15,,,,,,,,,,,,10.1,,,,,,,,,,,
2015-07-16,,,,,,,,,,,,10.1,,,,,,,,,,,
2015-07-17,,,,,,,,,,,,10.1,,,,,,,,,,,
2015-07-20,,,,,,,,,,,,10.0,,,,,,,,,,,
2015-07-21,,,,,,,,,,,,10.0,,,,,,,,,,,
2015-07-22,,,,,,,,,,,,10.1,,,,,,,,,,,
2015-07-23,,,,,,,,,,,,10.1,,,,,,,,,,,
2015-07-24,,,,,,,,,,,,10.1,,,,,,,,,,,
2015-07-27,,,,,,,,,,,,10.2,,,,,,,,,,,
2015-07-28,,,,,,,,,,,,10.3,,,,,,,,,,,
2015-07-29,,,,,,,,,,,,10.3,,,,,,,,,,,
2015-07-30,,,,,,,,,,,,10.3,,,,,,,,,,,
2015-07-31,,,,,,,,,,,,10.3,,,,,,,,,,,
2015-08-03,,,,,,,,,,,,10.1,,,,,,,,,,,
2015-08-04,,,,,,,,,,,,10.0,,,,,,,,,,,
2015-08-05,,,,,,,,,,,,10.0,,,,,,,,,,,
2015-08-06,,,,,,,,,,,,10.0,,,,,,,,,,,
2015-08-07,,,,,,,,,,,,10.0,,,,,,,,,,,
2015-08-10,,,,,,,,,,,,10.2,,,,,,,,,,,
2015-08-11,,,,,,,,,,,,10.1,,,,,,,,,,,
2015-08-12,,,,,,,,,,,,10.1,,,,,,,,,,,
2015-08-13,,,,,,,,,,,,9.9,,,,,,,,,,,
2015-08-14,,,,,,,,,,,,9.9,,,,,,,,,,,
2015-08-17,,,,,,,,,,,,9.7,,,,,,,,,,,
2015-08-18,,,,,,,,,,,,9.6,,,,,,,,,,,
2015-08-19,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-08-20,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-08-21,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-08-24,,,,,,,,,,,,8.9,,,,,,,,,,,
2015-08-25,,,,,,,,,,,,8.9,,,,,,,,,,,
2015-08-26,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-08-27,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-08-28,,,,,,,,,,,,9.9,,,,,,,,,,,
2015-08-31,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-09-01,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-09-03,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-09-04,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-09-07,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-09-08,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-09-09,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-09-10,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-09-11,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-09-14,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-09-15,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-09-16,,,,,,,,,,,,9.1,,,,,,,,,,,
2015-09-17,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-09-18,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-09-21,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-09-22,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-09-23,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-09-24,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-09-25,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-09-28,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-09-29,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-09-30,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-10-01,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-10-02,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-10-05,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-10-06,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-10-07,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-10-08,,,,,,,,,,,,9.6,,,,,,,,,,,
2015-10-09,,,,,,,,,,,,9.6,,,,,,,,,,,
2015-10-12,,,,,,,,,,,,9.7,,,,,,,,,,,
2015-10-13,,,,,,,,,,,,9.6,,,,,,,,,,,
2015-10-14,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-10-15,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-10-16,,,,,,,,,,,,9.6,,,,,,,,,,,
2015-10-19,,,,,,,,,,,,9.7,,,,,,,,,,,
2015-10-20,,,,,,,,,,,,9.6,,,,,,,,,,,
2015-10-21,,,,,,,,,,,,9.7,,,,,,,,,,,
2015-10-22,,,,,,,,,,,,9.7,,,,,,,,,,,
2015-10-23,,,,,,,,,,,,9.8,,,,,,,,,,,
2015-10-26,,,,,,,,,,,,9.8,,,,,,,,,,,
2015-10-27,,,,,,,,,,,,9.7,,,,,,,,,,,
2015-10-28,,,,,,,,,,,,9.7,,,,,,,,,,,
2015-10-29,,,,,,,,,,,,9.8,,,,,,,,,,,
2015-10-30,,,,,,,,,,,,9.8,,,,,,,,,,,
2015-11-02,,,,,,,,,,,,9.7,,,,,,,,,,,
2015-11-03,,,,,,,,,,,,9.9,,,,,,,,,,,
2015-11-04,,,,,,,,,,,,9.9,,,,,,,,,,,
2015-11-05,,,,,,,,,,,,9.9,,,,,,,,,,,
2015-11-06,,,,,,,,,,,,9.9,,,,,,,,,,,
2015-11-09,,,,,,,,,,,,9.9,,,,,,,,,,,
2015-11-10,,,,,,,,,,,,9.9,,,,,,,,,,,
2015-11-11,,,,,,,,,,,,9.8,,,,,,,,,,,
2015-11-12,,,,,,,,,,,,9.7,,,,,,,,,,,
2015-11-13,,,,,,,,,,,,9.8,,,,,,,,,,,
2015-11-16,,,,,,,,,,,,9.9,,,,,,,,,,,
2015-11-17,,,,,,,,,,,,9.8,,,,,,,,,,,
2015-11-18,,,,,,,,,,,,9.8,,,,,,,,,,,
2015-11-19,,,,,,,,,,,,9.7,,,,,,,,,,,
2015-11-20,,,,,,,,,,,,9.7,,,,,,,,,,,
2015-11-23,,,,,,,,,,,,9.7,,,,,,,,,,,
2015-11-24,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-11-25,,,,,,,,,,,,9.7,,,,,,,,,,,
2015-11-26,,,,,,,,,,,,9.7,,,,,,,,,,,
2015-11-27,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-11-30,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-12-01,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-12-02,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-12-03,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-12-04,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-12-07,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-12-08,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-12-09,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-12-10,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-12-11,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-12-14,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-12-15,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-12-16,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-12-17,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-12-18,,,,,,,,,,,,9.4,,,,,,,,,,,
2015-12-21,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-12-22,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-12-23,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-12-24,,,,,,,,,,,,9.2,,,,,,,,,,,
2015-12-25,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-12-28,,,,,,,,,,,,9.3,,,,,,,,,,,
2015-12-29,,,,,,,,,,,,9.5,,,,,,,,,,,
2015-12-30,,,,,,,,,,,,9.6,,,,,,,,,,,
2015-12-31,,,,,,,,,,,,9.6,,,,,,,,,,,
2016-01-04,,,,,,,,,,,,9.4,,,,,,,,,,,
2016-01-05,,,,,,,,,,,,9.4,,,,,,,,,,,
2016-01-06,,,,,,,,,,,,9.3,,,,,,,,,,,
2016-01-07,,,,,,,,,,,,9.3,,,,,,,,,,,
2016-01-08,,,,,,,,,,,,9.1,,,,,,,,,,,
2016-01-11,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-01-12,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-01-13,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-01-14,,,,,,,,,,,,9.1,,,,,,,,,,,
2016-01-15,,,,,,,,,,,,9.0,,,,,,,,,,,
2016-01-18,,,,,,,,,,,,8.7,,,,,,,,,,,
2016-01-19,,,,,,,,,,,,8.7,,,,,,,,,,,
2016-01-20,,,,,,,,,,,,8.8,,,,,,,,,,,
2016-01-21,,,,,,,,,,,,8.7,,,,,,,,,,,
2016-01-22,,,,,,,,,,,,8.7,,,,,,,,,,,
2016-01-25,,,,,,,,,,,,8.9,,,,,,,,,,,
2016-01-26,,,,,,,,,,,,8.8,,,,,,,,,,,
2016-01-27,,,,,,,,,,,,9.0,,,,,,,,,,,
2016-01-28,,,,,,,,,,,,9.0,,,,,,,,,,,
2016-01-29,,,,,,,,,,,,8.9,,,,,,,,,,,
2016-02-01,,,,,,,,,,,,9.0,,,,,,,,,,,
2016-02-02,,,,,,,,,,,,9.0,,,,,,,,,,,
2016-02-03,,,,,,,,,,,,8.8,,,,,,,,,,,
2016-02-04,,,,,,,,,,,,8.9,,,,,,,,,,,
2016-02-05,,,,,,,,,,,,9.0,,,,,,,,,,,
2016-02-15,,,,,,,,,,,,8.9,,,,,,,,,,,
2016-02-16,,,,,,,,,,,,9.0,,,,,,,,,,,
2016-02-17,,,,,,,,,,,,9.0,,,,,,,,,,,
2016-02-18,,,,,,,,,,,,9.0,,,,,,,,,,,
2016-02-19,,,,,,,,,,,,9.0,,,,,,,,,,,
2016-02-22,,,,,,,,,,,,9.1,,,,,,,,,,,
2016-02-23,,,,,,,,,,,,9.1,,,,,,,,,,,
2016-02-24,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-02-25,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-02-26,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-02-29,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-03-01,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-03-02,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-03-03,,,,,,,,,,,,9.3,,,,,,,,,,,
2016-03-04,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-03-07,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-03-08,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-03-09,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-03-10,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-03-11,,,,,,,,,,,,9.3,,,,,,,,,,,
2016-03-14,,,,,,,,,,,,9.4,,,,,,,,,,,
2016-03-15,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-03-16,,,,,,,,,,,,9.3,,,,,,,,,,,
2016-03-17,,,,,,,,,,,,9.3,,,,,,,,,,,
2016-03-18,,,,,,,,,,,,9.3,,,,,,,,,,,
2016-03-21,,,,,,,,,,,,9.3,,,,,,,,,,,
2016-03-22,,,,,,,,,,,,9.3,,,,,,,,,,,
2016-03-23,,,,,,,,,,,,9.3,,,,,,,,,,,
2016-03-24,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-03-25,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-03-28,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-03-29,,,,,,,,,,,,9.1,,,,,,,,,,,
2016-03-30,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-03-31,,,,,,,,,,,,9.1,,,,,,,,,,,
2016-04-01,,,,,,,,,,,,9.1,,,,,,,,,,,
2016-04-04,,,,,,,,,,,,9.1,,,,,,,,,,,
2016-04-05,,,,,,,,,,,,9.0,,,,,,,,,,,
2016-04-06,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-04-07,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-04-08,,,,,,,,,,,,9.3,,,,,,,,,,,
2016-04-11,,,,,,,,,,,,9.3,,,,,,,,,,,
2016-04-12,,,,,,,,,,,,9.3,,,,,,,,,,,
2016-04-13,,,,,,,,,,,,9.3,,,,,,,,,,,
2016-04-14,,,,,,,,,,,,9.4,,,,,,,,,,,
2016-04-15,,,,,,,,,,,,9.4,,,,,,,,,,,
2016-04-19,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-04-20,,,,,,,,,,,,9.2,,,,,,,,,,,
2016-04-21,,,,,,,,,,,,9.3,,,,,,,,,,,
2016-04-22,,,,,,,,,,,,9.4,,,,,,,,,,,
2016-04-25,,,,,,,,,,,,9.5,,,,,,,,,,,
2016-04-26,,,,,,,,,,,,9.5,,,,,,,,,,,
2016-04-27,,,,,,,,,,,,9.5,,,,,,,,,,,
2016-04-28,,,,,,,,,,,,9.4,,,,,,,,,,,
2016-04-29,,,,,,,,,,,,9.5,,,,,,,,,,,
2016-05-04,,,,,,,,,,,,9.5,,,,,,,,,,,
2016-05-05,,,,,,,,,,,,9.6,,,,,,,,,,,
2016-05-06,,,,,,,,,,,,9.6,,,,,,,,,,,
2016-05-09,,,,,,,,,,,,9.6,,,,,,,,,,,
2016-05-10,,,,,,,,,,,,9.5,,,,,,,,,,,
2016-05-11,,,,,,,,,,,,9.6,,,,,,,,,,,
2016-05-12,,,,,,,,,,,,9.7,,,,,,,,,,,
2016-05-13,,,,,,,,,,,,9.7,,,,,,,,,,,
2016-05-16,,,,,,,,,,,,9.7,,,,,,,,,,,
2016-05-17,,,,,,,,,,,,9.8,,,,,,,,,,,
2016-05-18,,,,,,,,,,,,9.9,,,,,,,,,,,
2016-05-19,,,,,,,,,,,,9.9,,,,,,,,,,,
2016-05-20,,,,,,,,,,,,9.9,,,,,,,,,,,
2016-05-23,,,,,,,,,,,,9.8,,,,,,,,,,,
2016-05-24,,,,,,,,,,,,9.7,,,,,,,,,,,
2016-05-25,,,,,,,,,,,,9.9,,,,,,,,,,,
2016-05-26,,,,,,,,,,,,9.7,,,,,,,,,,,
2016-05-27,,,,,,,,,,,,9.7,,,,,,,,,,,
2016-05-30,,,,,,,,,,,,9.8,,,,,,,,,,,
2016-05-31,,,,,,,,,,,,9.8,,,,,,,,,,,
2016-06-01,,,,,,,,,,,,9.8,,,,,,,,,,,
2016-06-02,,,,,,,,,,,,9.8,,,,,,,,,,,
2016-06-03,,,,,,,,,,,,9.9,,,,,,,,,,,
2016-06-06,,,,,,,,,,,,9.9,,,,,,,,,,,
2016-06-07,,,,,,,,,,,,9.9,,,,,,,,,,,
2016-06-08,,,,,,,,,,,,10.0,,,,,,,,,,,
2016-06-09,,,,,,,,,,,,10.1,,,,,,,,,,,
2016-06-10,,,,,,,,,,,,10.1,,,,,,,,,,,
